category;date_month;txn_count;payment;user_id
Электронные деньги;2016-07;1;1400;3107
Электронные деньги;2016-08;1;1500;3107
QVP;2016-06;37;8400;6239
QVP;2016-07;32;7900;6239
QVP;2016-08;11;2400;6239
QVP;2016-09;17;2600;6239
QVP;2016-10;16;3600;6239
VPP;2016-08;1;600;6239
Интернет;2016-06;5;1800;6239
Интернет;2016-07;2;500;6239
Интернет;2016-09;2;400;6239
Интернет;2016-10;1;300;6239
Интернет магазины;2016-06;3;800;6239
Интернет магазины;2016-07;1;70;6239
Интернет магазины;2016-08;1;150;6239
Онлайн игры;2016-06;1;250;6239
Служебная;2016-07;1;20;6239
Служебная;2016-08;1;20;6239
Служебная;2016-09;1;10;6239
Служебная;2016-10;1;30;6239
Служебная;2016-11;1;10;6239
Сотовая связь;2016-06;1;100;6239
Сотовая связь;2016-07;8;450;6239
Сотовая связь;2016-08;2;600;6239
Сотовая связь;2016-09;3;450;6239
Сотовая связь;2016-10;7;700;6239
MCMS;2016-06;1;400;9036
MCMS;2016-11;1;1500;9036
VPP;2016-06;1;800;9036
VPP;2016-07;1;900;9036
VPP;2016-08;4;3900;9036
VPP;2016-09;6;5500;9036
VPP;2016-10;3;3500;9036
VPP;2016-11;4;1400;9036
Букмекеры;2016-06;6;450;9036
Букмекеры;2016-08;4;400;9036
Букмекеры;2016-09;3;450;9036
Букмекеры;2016-10;5;350;9036
Букмекеры;2016-11;6;500;9036
Букмекеры;2016-12;1;100;9036
QVP;2016-06;55;21300;1950
QVP;2016-07;32;27000;1950
QVP;2016-08;46;19000;1950
QVP;2016-09;2;400;1950
QVP;2016-11;23;10100;1950
QVP;2016-12;1;1000;1950
Контент;2016-06;1;600;1950
Контент;2016-10;2;1100;1950
Сотовая связь;2016-06;5;450;1950
Сотовая связь;2016-07;4;300;1950
Сотовая связь;2016-08;8;700;1950
Сотовая связь;2016-09;6;400;1950
Сотовая связь;2016-10;2;100;1950
Сотовая связь;2016-11;3;300;1950
Электронные деньги;2016-11;1;40;1950
QVC;2016-06;1;350;1953
QVC;2016-07;2;600;1953
QVC;2016-11;1;500;1953
Интернет магазины;2016-06;2;500;1953
Интернет магазины;2016-07;3;1800;1953
Интернет магазины;2016-08;1;250;1953
Интернет магазины;2016-09;2;11300;1953
Интернет магазины;2016-10;1;350;1953
Интернет магазины;2016-11;7;10800;1953
Сотовая связь;2016-06;1;250;1953
Сотовая связь;2016-07;4;450;1953
Сотовая связь;2016-08;2;400;1953
Сотовая связь;2016-09;7;900;1953
Сотовая связь;2016-10;1;1200;1953
Интернет;2016-06;1;1000;964
Интернет;2016-09;1;1000;964
Интернет;2016-10;1;800;964
Онлайн игры;2016-07;2;100;964
Онлайн игры;2016-08;1;50;964
Онлайн игры;2016-09;1;50;964
Онлайн игры;2016-10;1;50;964
Онлайн игры;2016-11;2;100;964
Сотовая связь;2016-06;1;500;964
Сотовая связь;2016-07;6;1500;964
Сотовая связь;2016-08;2;200;964
Сотовая связь;2016-09;3;450;964
Сотовая связь;2016-10;2;500;964
Сотовая связь;2016-11;4;900;964
Букмекеры;2016-06;9;8600;2983
Букмекеры;2016-07;23;23200;2983
Букмекеры;2016-08;10;10000;2983
Букмекеры;2016-09;3;3000;2983
Букмекеры;2016-10;21;20200;2983
Букмекеры;2016-11;23;22500;2983
Игры со ставками;2016-11;2;1500;2983
Контент;2016-08;1;100;5164
Онлайн игры;2016-06;10;3200;5164
Онлайн игры;2016-07;6;3700;5164
Онлайн игры;2016-08;4;2600;5164
Онлайн игры;2016-09;9;5900;5164
Онлайн игры;2016-10;5;3400;5164
Онлайн игры;2016-11;12;4500;5164
Электронные деньги;2016-07;1;200;5164
Электронные деньги;2016-09;1;700;5164
Интернет;2016-06;1;500;5133
Интернет;2016-07;1;500;5133
Интернет;2016-08;1;500;5133
Интернет;2016-09;2;1400;5133
Интернет;2016-10;1;500;5133
Интернет;2016-11;1;500;5133
Онлайн игры;2016-11;8;1200;5133
Онлайн игры;2016-12;1;100;5133
Погашение кредитов;2016-06;1;700;5133
Погашение кредитов;2016-07;1;700;5133
Сотовая связь;2016-06;1;100;5133
Сотовая связь;2016-07;1;100;5133
Сотовая связь;2016-08;1;100;5133
Букмекеры;2016-06;1;100;5134
Букмекеры;2016-07;1;100;5134
Интернет;2016-06;1;450;5134
Интернет;2016-07;2;900;5134
Интернет;2016-08;2;500;5134
Интернет;2016-10;1;450;5134
Интернет;2016-11;1;40;5134
Интернет;2016-12;1;500;5134
Служебная;2016-07;1;20;5134
Служебная;2016-08;1;20;5134
Служебная;2016-09;1;20;5134
Служебная;2016-10;1;30;5134
Служебная;2016-11;1;30;5134
Служебная;2016-12;1;30;5134
Сотовая связь;2016-06;16;900;5134
Сотовая связь;2016-07;12;600;5134
Сотовая связь;2016-08;12;700;5134
Сотовая связь;2016-09;7;350;5134
Сотовая связь;2016-10;9;700;5134
Сотовая связь;2016-11;13;600;5134
Сотовая связь;2016-12;2;70;5134
Электронные деньги;2016-11;1;700;5134
Интернет;2016-06;2;1000;6253
Интернет;2016-07;1;600;6253
Интернет;2016-08;2;600;6253
Интернет;2016-09;1;600;6253
Интернет;2016-10;1;600;6253
Интернет;2016-11;1;600;6253
Интернет магазины;2016-06;1;3800;6253
Интернет магазины;2016-08;1;3100;6253
Интернет магазины;2016-10;5;3400;6253
Регистрация доменов;2016-08;1;100;6253
Сотовая связь;2016-06;2;250;6253
QVP;2016-10;4;900;4191
QVP;2016-11;1;150;4191
Интернет;2016-07;1;100;4191
Интернет;2016-08;3;1200;4191
Интернет;2016-09;1;450;4191
Интернет;2016-11;1;500;4191
Интернет магазины;2016-06;3;1700;4191
Интернет магазины;2016-08;2;800;4191
Интернет магазины;2016-10;8;4600;4191
Интернет магазины;2016-11;22;7700;4191
Сотовая связь;2016-07;1;100;4191
Сотовая связь;2016-08;2;200;4191
Сотовая связь;2016-09;4;350;4191
Электронные деньги;2016-06;1;800;4191
Электронные деньги;2016-07;1;300;4191
Интернет магазины;2016-06;9;3400;10451
Интернет магазины;2016-08;1;200;10451
Интернет магазины;2016-09;1;700;10451
Интернет магазины;2016-10;3;2500;10451
Интернет магазины;2016-11;9;4200;10451
Лотереи;2016-09;1;100;10451
Лотереи;2016-10;1;300;10451
Погашение кредитов;2016-09;1;5900;2966
Погашение кредитов;2016-10;1;1900;2966
Погашение кредитов;2016-11;2;2000;2966
Служебная;2016-09;1;10;2966
Онлайн игры;2016-06;1;1000;1964
Онлайн игры;2016-07;2;1700;1964
Онлайн игры;2016-08;2;2800;1964
Онлайн игры;2016-10;4;3700;1964
Онлайн игры;2016-11;1;800;1964
Сотовая связь;2016-06;3;1100;1964
Сотовая связь;2016-07;1;350;1964
Сотовая связь;2016-08;2;200;1964
Сотовая связь;2016-09;1;300;1964
Сотовая связь;2016-10;3;1500;1964
Сотовая связь;2016-11;4;1100;1964
Интернет магазины;2016-06;1;3600;8311
Интернет магазины;2016-08;2;7100;8311
Интернет магазины;2016-09;5;2300;8311
Интернет магазины;2016-10;1;300;8311
Хостинг;2016-06;1;200;8311
QVC;2016-06;2;400;10788
QVC;2016-07;3;900;10788
QVC;2016-08;2;400;10788
QVC;2016-09;3;600;10788
QVC;2016-10;2;400;10788
QVC;2016-11;2;400;10788
Букмекеры;2016-06;2;1000;10788
QVP;2016-07;1;2900;9744
QVP;2016-08;4;4900;9744
QVP;2016-09;1;1100;9744
VPP;2016-09;1;600;9744
Интернет магазины;2016-06;9;6200;9744
Интернет магазины;2016-07;4;1200;9744
Интернет магазины;2016-08;11;7800;9744
Интернет магазины;2016-09;4;3200;9744
Интернет магазины;2016-10;12;11900;9744
Интернет магазины;2016-11;10;4300;9744
Информационные услуги;2016-06;1;80;9744
Информационные услуги;2016-07;2;150;9744
Онлайн игры;2016-06;4;300;9744
Онлайн игры;2016-07;1;100;9744
Онлайн игры;2016-08;2;350;9744
Онлайн игры;2016-09;1;500;9744
Онлайн игры;2016-11;1;400;9744
Служебная;2016-07;1;20;9744
Служебная;2016-08;1;20;9744
Служебная;2016-09;1;20;9744
Служебная;2016-10;1;30;9744
Служебная;2016-11;1;30;9744
Служебная;2016-12;1;30;9744
Сотовая связь;2016-06;2;450;9744
Сотовая связь;2016-07;4;800;9744
Сотовая связь;2016-08;2;500;9744
Сотовая связь;2016-10;1;250;9744
Сотовая связь;2016-11;3;1200;9744
Сотовая связь;2016-12;1;500;9744
Лотереи;2016-06;1;60;1963
Лотереи;2016-09;1;1300;1963
Лотереи;2016-11;2;80;1963
Образовательные услуги;2016-08;1;250;1963
Погашение кредитов;2016-11;1;9800;1963
Сотовая связь;2016-07;1;100;1963
Сотовая связь;2016-10;1;100;1963
Электронные деньги;2016-07;1;200;1963
VPP;2016-06;3;2900;8701
Онлайн игры;2016-07;2;600;4069
Онлайн игры;2016-09;4;10400;4069
Онлайн игры;2016-10;7;2100;4069
Онлайн игры;2016-11;1;3000;4069
Интернет;2016-06;2;900;1949
Интернет;2016-07;2;800;1949
Интернет;2016-08;2;800;1949
Интернет;2016-09;2;800;1949
Интернет;2016-10;2;1000;1949
Интернет;2016-11;2;1000;1949
Сотовая связь;2016-06;1;150;1949
Сотовая связь;2016-07;1;200;1949
Сотовая связь;2016-08;1;300;1949
Сотовая связь;2016-09;2;250;1949
Сотовая связь;2016-10;1;150;1949
Сотовая связь;2016-11;1;150;1949
Интернет;2016-07;1;900;11130
Интернет;2016-08;1;800;11130
Интернет;2016-09;1;1000;11130
Интернет;2016-10;1;1100;11130
Интернет;2016-11;1;1100;11130
Онлайн игры;2016-06;1;2300;11130
Онлайн игры;2016-07;1;400;11130
Онлайн игры;2016-08;3;4400;11130
Онлайн игры;2016-09;1;500;11130
Онлайн игры;2016-10;2;1500;11130
Онлайн игры;2016-11;1;350;11130
Сотовая связь;2016-06;2;150;11130
Сотовая связь;2016-07;5;1200;11130
Сотовая связь;2016-08;1;150;11130
Сотовая связь;2016-09;5;600;11130
Сотовая связь;2016-10;2;200;11130
Сотовая связь;2016-11;2;150;11130
Электронные деньги;2016-07;4;500;11130
Электронные деньги;2016-08;2;300;11130
Электронные деньги;2016-09;1;600;11130
QVP;2016-06;2;80;5156
QVP;2016-07;6;500;5156
QVP;2016-09;1;700;5156
QVP;2016-10;4;500;5156
QVP;2016-11;2;1100;5156
Госуслуги;2016-08;1;800;5156
Интернет;2016-06;1;500;5156
Интернет;2016-07;2;600;5156
Интернет;2016-08;1;450;5156
Интернет;2016-09;1;1500;5156
Интернет;2016-10;1;450;5156
Контент;2016-10;1;1500;5156
Образовательные услуги;2016-09;2;2000;5156
Сотовая связь;2016-06;1;500;5156
Сотовая связь;2016-07;3;800;5156
Сотовая связь;2016-08;3;700;5156
Сотовая связь;2016-09;1;350;5156
Сотовая связь;2016-10;2;500;5156
Сотовая связь;2016-11;2;400;5156
Букмекеры;2016-06;1;5000;1966
Букмекеры;2016-09;1;5000;1966
Букмекеры;2016-10;3;9600;1966
Букмекеры;2016-11;6;15000;1966
Погашение кредитов;2016-06;2;6800;4070
Погашение кредитов;2016-07;2;7700;4070
Погашение кредитов;2016-08;1;5900;4070
Погашение кредитов;2016-09;2;9800;4070
Погашение кредитов;2016-10;2;11800;4070
ЖКУ;2016-06;1;350;7245
Местная связь;2016-06;1;700;7245
Местная связь;2016-07;2;900;7245
Местная связь;2016-08;1;200;7245
Местная связь;2016-09;1;200;7245
Онлайн игры;2016-06;33;600;7245
Онлайн игры;2016-07;21;450;7245
Онлайн игры;2016-08;15;300;7245
Онлайн игры;2016-09;15;250;7245
Онлайн игры;2016-10;1;10;7245
Онлайн игры;2016-11;2;20;7245
Сотовая связь;2016-06;3;800;7245
Сотовая связь;2016-07;7;1000;7245
Сотовая связь;2016-08;3;350;7245
Сотовая связь;2016-09;4;250;7245
Сотовая связь;2016-11;1;100;7245
Телевидение;2016-06;1;1200;7245
QVC;2016-07;3;4500;10091
QVC;2016-08;1;500;10091
Авиабилеты;2016-09;2;900;10091
Авиабилеты;2016-11;3;1200;10091
Госуслуги;2016-11;1;100;10091
Интернет;2016-06;1;300;10091
Интернет;2016-07;1;300;10091
Интернет;2016-08;2;600;10091
Интернет;2016-10;1;300;10091
Интернет;2016-11;2;600;10091
Онлайн игры;2016-07;1;900;10091
Онлайн игры;2016-08;2;600;10091
Онлайн игры;2016-10;6;2200;10091
Онлайн игры;2016-11;1;1000;10091
Сотовая связь;2016-06;1;300;10091
Сотовая связь;2016-07;2;400;10091
Сотовая связь;2016-08;2;600;10091
Сотовая связь;2016-09;3;500;10091
Сотовая связь;2016-10;2;400;10091
Сотовая связь;2016-11;2;300;10091
Электронные деньги;2016-09;2;500;10091
Электронные деньги;2016-10;1;1600;10091
VPP;2016-08;1;3800;5178
VPP;2016-09;1;7800;5178
Онлайн игры;2016-10;2;400;5178
Служебная;2016-10;1;20;5178
Служебная;2016-11;1;10;5178
Сотовая связь;2016-10;1;100;5178
VPP;2016-09;1;3700;4048
Интернет;2016-06;1;600;4048
Интернет;2016-07;1;600;4048
Интернет;2016-08;1;600;4048
Интернет;2016-09;1;600;4048
Интернет;2016-10;1;600;4048
Интернет;2016-11;1;600;4048
Интернет магазины;2016-10;1;600;4048
Онлайн игры;2016-09;1;100;4048
Погашение кредитов;2016-09;1;100;4048
Погашение кредитов;2016-11;2;8800;4048
Сотовая связь;2016-06;3;300;4048
Сотовая связь;2016-07;5;700;4048
Сотовая связь;2016-08;6;1400;4048
Сотовая связь;2016-09;5;900;4048
Сотовая связь;2016-10;2;200;4048
Сотовая связь;2016-11;2;200;4048
IP-телефония;2016-06;3;3000;1968
IP-телефония;2016-07;1;1000;1968
Букмекеры;2016-08;2;1300;1968
Букмекеры;2016-09;1;1500;1968
Букмекеры;2016-10;1;500;1968
Сотовая связь;2016-07;2;500;1968
Сотовая связь;2016-09;1;200;1968
Онлайн игры;2016-07;2;1200;2995
VPP;2016-07;1;300;7246
VPP;2016-09;1;250;7246
Букмекеры;2016-06;5;1000;7246
Букмекеры;2016-07;3;1000;7246
Букмекеры;2016-09;3;450;7246
Букмекеры;2016-11;2;600;7246
Сотовая связь;2016-07;3;150;7246
Хостинг;2016-07;2;900;7246
Хостинг;2016-08;1;150;7246
MCMS;2016-08;1;1400;2998
Букмекеры;2016-06;14;9300;2998
Букмекеры;2016-07;23;19600;2998
Букмекеры;2016-08;35;23700;2998
Букмекеры;2016-09;14;10500;2998
Букмекеры;2016-10;16;13200;2998
Букмекеры;2016-11;17;7800;2998
Интернет;2016-06;1;600;2998
Интернет;2016-07;1;350;2998
Интернет;2016-08;1;300;2998
Интернет;2016-09;2;800;2998
Интернет;2016-10;1;400;2998
Интернет;2016-11;2;700;2998
Лотереи;2016-06;3;2200;2998
Лотереи;2016-08;1;600;2998
Лотереи;2016-09;5;2000;2998
Лотереи;2016-10;2;900;2998
Лотереи;2016-11;5;1400;2998
Сотовая связь;2016-06;5;1400;2998
Сотовая связь;2016-07;3;600;2998
Сотовая связь;2016-08;6;1600;2998
Сотовая связь;2016-09;8;2300;2998
Сотовая связь;2016-10;3;800;2998
Сотовая связь;2016-11;6;1400;2998
MCMS;2016-06;1;1500;4047
MCMS;2016-08;1;20;4047
VPP;2016-06;2;7600;4047
VPP;2016-08;2;5500;4047
Погашение кредитов;2016-06;2;6900;4047
Погашение кредитов;2016-07;1;9800;4047
Погашение кредитов;2016-08;1;2400;4047
Погашение кредитов;2016-09;2;10300;4047
Погашение кредитов;2016-10;1;1000;4047
Погашение кредитов;2016-11;3;10200;4047
Погашение кредитов;2016-12;3;14700;4047
Предоставление займов;2016-06;3;27800;4047
Сотовая связь;2016-06;4;250;4047
Сотовая связь;2016-07;1;50;4047
Сотовая связь;2016-08;1;20;4047
VPP;2016-09;2;1800;4050
Госуслуги;2016-06;1;1000;4050
Госуслуги;2016-07;1;600;4050
Госуслуги;2016-08;1;1500;4050
Госуслуги;2016-09;3;4800;4050
Госуслуги;2016-10;3;3000;4050
Интернет магазины;2016-06;2;450;4050
Интернет магазины;2016-10;1;150;4050
Интернет магазины;2016-11;5;1600;4050
Сотовая связь;2016-06;1;40;4050
Сотовая связь;2016-07;1;60;4050
Сотовая связь;2016-10;4;800;4050
Сотовая связь;2016-11;3;150;4050
Букмекеры;2016-10;1;400;956
Букмекеры;2016-11;1;3500;956
Погашение кредитов;2016-08;2;800;956
Информационные услуги;2016-06;18;2200;7228
Информационные услуги;2016-07;18;2200;7228
Информационные услуги;2016-08;11;2800;7228
Информационные услуги;2016-09;22;2600;7228
Информационные услуги;2016-10;29;3800;7228
Информационные услуги;2016-11;17;2300;7228
Информационные услуги;2016-12;2;250;7228
Онлайн общение;2016-08;4;250;7228
Онлайн общение;2016-09;2;150;7228
Сотовая связь;2016-06;9;1000;7228
Сотовая связь;2016-07;7;700;7228
Сотовая связь;2016-08;8;800;7228
Сотовая связь;2016-09;3;300;7228
Сотовая связь;2016-10;7;600;7228
Сотовая связь;2016-11;7;700;7228
Интернет;2016-06;1;800;8316
Интернет;2016-07;1;800;8316
Интернет;2016-08;1;800;8316
Интернет;2016-09;1;800;8316
Интернет;2016-10;1;800;8316
Интернет;2016-11;1;900;8316
Сотовая связь;2016-06;2;350;8316
Сотовая связь;2016-07;3;150;8316
Сотовая связь;2016-08;4;700;8316
Сотовая связь;2016-09;4;300;8316
Сотовая связь;2016-10;4;1200;8316
Сотовая связь;2016-11;2;900;8316
Лотереи;2016-06;66;18500;1965
Лотереи;2016-07;74;28600;1965
Лотереи;2016-08;54;29000;1965
Лотереи;2016-09;56;34600;1965
Лотереи;2016-10;61;25200;1965
Лотереи;2016-11;60;22900;1965
Сотовая связь;2016-06;9;1400;1965
Сотовая связь;2016-07;7;500;1965
Сотовая связь;2016-08;5;600;1965
Сотовая связь;2016-09;2;400;1965
Сотовая связь;2016-10;9;600;1965
Сотовая связь;2016-11;3;250;1965
Электронные деньги;2016-07;3;200;1965
Электронные деньги;2016-10;2;700;1965
Электронные деньги;2016-11;10;1800;1965
Электронные деньги;2016-12;1;300;1965
QVC;2016-06;2;2900;6233
QVC;2016-07;2;200;6233
QVC;2016-08;6;7200;6233
Интернет;2016-07;2;300;6233
Интернет;2016-09;1;350;6233
Интернет магазины;2016-07;1;70;6233
Интернет магазины;2016-08;2;1200;6233
Интернет магазины;2016-09;3;600;6233
Интернет магазины;2016-10;3;1000;6233
Интернет магазины;2016-11;7;2100;6233
VPP;2016-11;1;1000;5177
Букмекеры;2016-08;3;900;5177
Букмекеры;2016-10;4;1100;5177
Букмекеры;2016-11;2;600;5177
Букмекеры;2016-12;1;300;5177
Интернет;2016-06;1;800;5177
Интернет магазины;2016-06;2;150;5177
Интернет магазины;2016-07;3;600;5177
Интернет магазины;2016-08;4;1000;5177
Интернет магазины;2016-09;9;800;5177
Интернет магазины;2016-10;2;100;5177
Интернет магазины;2016-11;6;700;5177
Онлайн игры;2016-09;1;100;5177
Онлайн игры;2016-11;1;70;5177
Погашение кредитов;2016-06;1;2000;5177
Погашение кредитов;2016-07;3;7900;5177
Погашение кредитов;2016-08;4;9900;5177
Погашение кредитов;2016-09;4;11200;5177
Погашение кредитов;2016-10;3;8400;5177
Погашение кредитов;2016-11;4;13800;5177
Погашение кредитов;2016-12;2;3800;5177
Сотовая связь;2016-08;1;900;5177
Сотовая связь;2016-11;1;100;5177
Сотовая связь;2016-12;1;100;5177
VPP;2016-08;1;400;8313
VPP;2016-09;1;1500;8313
VPP;2016-10;4;10000;8313
VPP;2016-11;4;27500;8313
Букмекеры;2016-06;4;7300;8313
Букмекеры;2016-07;2;450;8313
Букмекеры;2016-09;12;17100;8313
Букмекеры;2016-10;29;29200;8313
Букмекеры;2016-11;23;58900;8313
Предоставление займов;2016-11;3;9300;8313
Сотовая связь;2016-10;2;600;8313
QVC;2016-07;1;50;5158
VPP;2016-06;1;50;5158
VPP;2016-07;1;3900;5158
VPP;2016-08;1;7000;5158
Интернет;2016-07;2;1100;5158
Интернет;2016-08;1;700;5158
Интернет;2016-09;3;800;5158
Онлайн общение;2016-09;1;20;5158
Сотовая связь;2016-06;6;600;5158
Сотовая связь;2016-07;6;600;5158
Сотовая связь;2016-08;2;500;5158
Сотовая связь;2016-09;4;900;5158
Сотовая связь;2016-10;1;500;5158
Сотовая связь;2016-11;1;500;5158
Электронные деньги;2016-07;1;200;5158
Погашение кредитов;2016-06;2;3300;7241
Погашение кредитов;2016-07;2;3400;7241
Погашение кредитов;2016-08;2;3400;7241
Букмекеры;2016-06;1;1000;10093
Букмекеры;2016-11;3;6000;10093
VPP;2016-06;1;13500;7244
VPP;2016-07;1;39000;7244
Букмекеры;2016-06;25;104400;7244
Букмекеры;2016-07;38;129500;7244
Букмекеры;2016-08;7;6700;7244
Букмекеры;2016-09;7;3300;7244
Сотовая связь;2016-06;2;150;7244
Сотовая связь;2016-07;1;500;7244
Онлайн игры;2016-06;1;50;4057
Онлайн игры;2016-07;1;100;4057
Онлайн игры;2016-08;2;200;4057
Онлайн игры;2016-10;1;100;4057
Интернет магазины;2016-06;3;1600;4049
Интернет магазины;2016-07;11;6500;4049
Интернет магазины;2016-08;4;4200;4049
Интернет магазины;2016-10;1;500;4049
Интернет магазины;2016-11;3;12300;4049
Сотовая связь;2016-07;1;100;4049
Сотовая связь;2016-08;3;300;4049
Сотовая связь;2016-10;1;200;4049
Сотовая связь;2016-11;10;600;4049
Сотовая связь;2016-12;1;50;4049
MCMS;2016-11;1;15000;6270
Лотереи;2016-11;3;450;6270
Сотовая связь;2016-06;36;800;6270
Сотовая связь;2016-07;2;150;6270
Сотовая связь;2016-10;9;200;6270
Сотовая связь;2016-11;27;350;6270
Интернет;2016-07;2;900;10790
Интернет;2016-08;2;900;10790
Интернет;2016-09;1;600;10790
Интернет магазины;2016-09;1;600;10790
Интернет магазины;2016-11;3;400;10790
Онлайн игры;2016-06;4;1200;10790
Онлайн игры;2016-07;2;1100;10790
Онлайн игры;2016-08;2;600;10790
Онлайн игры;2016-09;2;250;10790
Онлайн игры;2016-10;1;100;10790
Онлайн игры;2016-11;2;1300;10790
Сотовая связь;2016-08;1;100;10790
Сотовая связь;2016-09;2;150;10790
Сотовая связь;2016-11;1;10;10790
QVP;2016-09;1;2600;6254
VPP;2016-09;1;500;6254
VPP;2016-10;1;100;6254
Интернет магазины;2016-06;1;300;6254
Интернет магазины;2016-08;5;1800;6254
Интернет магазины;2016-09;23;7100;6254
Интернет магазины;2016-10;13;2300;6254
Онлайн игры;2016-06;1;50;6254
Сотовая связь;2016-06;10;1300;6254
Сотовая связь;2016-09;7;700;6254
Сотовая связь;2016-10;1;500;6254
Электронные деньги;2016-09;1;700;6254
MCMS;2016-10;5;24300;11125
MCMS;2016-11;5;44500;11125
Игры со ставками;2016-10;25;25500;11125
Игры со ставками;2016-11;83;104500;11125
Игры со ставками;2016-12;3;3600;11125
Погашение кредитов;2016-06;1;2400;11125
Погашение кредитов;2016-07;1;2400;11125
Погашение кредитов;2016-08;1;2500;11125
Погашение кредитов;2016-09;1;2500;11125
Погашение кредитов;2016-10;2;4900;11125
Сотовая связь;2016-11;1;200;11125
MCMS;2016-08;1;5000;5147
MCMS;2016-09;2;9000;5147
MCMS;2016-11;1;1000;5147
VPP;2016-06;2;1300;5147
VPP;2016-09;1;900;5147
VPP;2016-10;1;2000;5147
Букмекеры;2016-06;55;12400;5147
Букмекеры;2016-07;43;14100;5147
Букмекеры;2016-08;48;16300;5147
Букмекеры;2016-09;59;22200;5147
Букмекеры;2016-10;24;4700;5147
Букмекеры;2016-11;25;3700;5147
Букмекеры;2016-12;1;350;5147
Игры со ставками;2016-11;1;200;5147
Интернет;2016-06;1;1000;5147
Интернет;2016-07;1;500;5147
Интернет;2016-08;1;500;5147
Интернет;2016-09;1;500;5147
Интернет;2016-10;1;600;5147
Интернет;2016-11;1;1000;5147
Сотовая связь;2016-06;2;200;5147
Сотовая связь;2016-07;4;800;5147
Сотовая связь;2016-08;4;450;5147
Сотовая связь;2016-09;2;250;5147
Сотовая связь;2016-10;1;100;5147
Сотовая связь;2016-11;2;100;5147
MCMS;2016-06;1;3000;5179
MCMS;2016-09;1;2000;5179
MCMS;2016-10;2;3000;5179
Интернет магазины;2016-11;1;700;5179
Онлайн игры;2016-10;2;100;5179
VPP;2016-09;1;3800;7248
VPP;2016-10;1;1700;7248
VPP;2016-11;1;800;7248
Игры со ставками;2016-07;1;600;7248
Игры со ставками;2016-08;1;500;7248
Игры со ставками;2016-09;11;14500;7248
Игры со ставками;2016-10;27;40900;7248
Игры со ставками;2016-11;21;27600;7248
Интернет;2016-10;1;2300;7248
Местная связь;2016-11;2;350;7248
Сотовая связь;2016-06;5;300;7248
Сотовая связь;2016-08;2;60;7248
Сотовая связь;2016-09;3;400;7248
Сотовая связь;2016-10;2;700;7248
Сотовая связь;2016-11;1;150;7248
Интернет магазины;2016-08;2;500;11128
Интернет магазины;2016-10;2;250;11128
Интернет магазины;2016-11;4;1200;11128
Местная связь;2016-06;1;500;11128
Местная связь;2016-07;1;450;11128
Местная связь;2016-08;1;500;11128
Местная связь;2016-09;1;500;11128
Местная связь;2016-10;1;500;11128
Местная связь;2016-11;1;500;11128
Онлайн игры;2016-06;1;100;11128
Онлайн игры;2016-07;1;100;11128
Онлайн игры;2016-09;1;100;11128
Сотовая связь;2016-06;5;1200;11128
Сотовая связь;2016-07;2;300;11128
Сотовая связь;2016-08;2;350;11128
Сотовая связь;2016-09;2;450;11128
Сотовая связь;2016-10;2;450;11128
Сотовая связь;2016-11;1;300;11128
MCMS;2016-06;1;1000;4062
MCMS;2016-07;2;1500;4062
MCMS;2016-09;1;500;4062
MCMS;2016-11;1;2000;4062
QVP;2016-09;7;6000;4062
QVP;2016-10;1;4500;4062
QVP;2016-11;1;5000;4062
Букмекеры;2016-06;34;8200;4062
Букмекеры;2016-07;57;11500;4062
Букмекеры;2016-08;40;4200;4062
Букмекеры;2016-09;88;14600;4062
Букмекеры;2016-10;90;14500;4062
Букмекеры;2016-11;90;13800;4062
Сотовая связь;2016-06;4;1400;4062
Сотовая связь;2016-07;7;1900;4062
Сотовая связь;2016-08;18;2200;4062
Сотовая связь;2016-09;20;3400;4062
Сотовая связь;2016-10;9;1200;4062
Сотовая связь;2016-11;15;2300;4062
Сотовая связь;2016-12;1;500;4062
VPP;2016-11;2;900;10791
Контент;2016-11;1;1100;10791
Местная связь;2016-06;1;600;10791
Местная связь;2016-07;1;1000;10791
Местная связь;2016-08;1;500;10791
Местная связь;2016-09;1;500;10791
Местная связь;2016-10;1;600;10791
Местная связь;2016-11;1;1000;10791
Онлайн игры;2016-06;2;600;10791
Онлайн игры;2016-07;1;800;10791
Онлайн игры;2016-08;1;400;10791
Онлайн игры;2016-09;1;800;10791
Онлайн игры;2016-10;1;700;10791
Онлайн игры;2016-11;1;700;10791
Букмекеры;2016-06;2;2000;974
Букмекеры;2016-09;2;1900;974
Погашение кредитов;2016-06;3;8700;974
Погашение кредитов;2016-07;2;8600;974
Погашение кредитов;2016-08;2;8700;974
Погашение кредитов;2016-09;2;8600;974
Погашение кредитов;2016-10;2;8600;974
Погашение кредитов;2016-11;2;8600;974
Интернет магазины;2016-06;1;2600;1955
Интернет магазины;2016-08;2;200;1955
Интернет магазины;2016-09;2;2600;1955
Местная связь;2016-06;3;1400;5171
Местная связь;2016-07;2;450;5171
Местная связь;2016-08;2;450;5171
Местная связь;2016-09;2;450;5171
Местная связь;2016-10;2;450;5171
Местная связь;2016-11;2;450;5171
Онлайн игры;2016-06;6;350;5171
Онлайн игры;2016-07;8;500;5171
Онлайн игры;2016-08;6;800;5171
Онлайн игры;2016-09;3;300;5171
Онлайн игры;2016-10;9;1400;5171
Онлайн игры;2016-11;5;350;5171
Онлайн игры;2016-12;2;100;5171
Сотовая связь;2016-06;2;400;5171
